TARGET URL: https://www.yellowpageskenya.com/business-category/Hardware%20-%20Manufacturers%20&%20Wholesalers
Ste Hair Do,N/A,0720416113
Steve''s Hair & Beauty Studio,N/A,0703747475
Streaks Ahead Hair & Beauty,N/A,0713675320
Style Up Hair Beauty Studio,N/A,N/A
Sunny Silk Hair Salon & Boutique,N/A,0701954524
Super Star Hair Salon,N/A,0728783758
Superior Human Hair Cosmetics,waringa.lilian@yahoo.com,0721317547
T444z Hair Food,N/A,0719862072
Taji Hair & Beauty Products,N/A,0728753279
Talebu Hair Care,kimemiahdaniel@yahoo.com,0724603062
Tamalaki Hair Collection Kenya,N/A,0701247476
Tariku Salon,N/A,0732820596
Teddy Joy''s Hair Salon,jmk@yahoo.com,0723441578
Tee''s Hair Stylist,N/A,0721664786
Terner Hair & Beauty Parlour,janetm_254@yahoo.com,0722702072
TJ''s hair clinic,N/A,0745611227
Tony Hair Pro Salon,tonylamore2002@yahoo.com,0722659933
Top and Hair Salon,N/A,0720359396
Top Knot Hair Design,N/A,N/A
Tops Top Hair Designers,N/A,N/A
Tou Louse Hair Saloon Boutique,N/A,N/A
Touch Up Unisex Hair & Beauty Ltd,N/A,N/A
Transcent Hair & Beauty Care,N/A,0733874833
Trend Setters Hair Salon,N/A,0720874275
Trends Hair And Beauty Salon,N/A,0721387958
Trendy Touch Hair & Beauty,N/A,0722352620
Twins Hair Salon Barber Shop,N/A,0722661879
Ulla Hair & Beauty Salon,N/A,0727338999
Ultimate Spa & Beauty Parlor,N/A,0711341570
Umoja II Salon,stacybillionex@gmail.com,0722986268
Unisex Hair & Beauty Parlour,N/A,N/A
Urban Beauty Hair Care,N/A,0708739966
Urban Hair Studio,N/A,0710472943
Urembo Hair & Beauty Centre,N/A,0702643468
Utamaduni Hair Salon,N/A,0713538629
Utamaduni Salon,N/A,0718439191
Vasant Hair & Beauty Salon,N/A,0711334934
Verostar Hair Saloon,N/A,N/A
Victory Unisex Beauty & Hair Salon,puriewaithera@gmail.com,0723727154
Villa Hair Saloon,N/A,N/A
Vista Beauty Hair Salon,N/A,0712833624
Vnelly Hair Dressing Beauty,N/A,0716527167
Vogue Hair Line,N/A,0726728032
Walmart Hair & Beauty,N/A,0732702776
Wendy''s Hair & Beauty,N/A,0725380575
Xquisite Hair Salon,N/A,0728309768
Xquisite Hair Salon & Barber Parlour,N/A,0715891815
Xtressy Hair Salon,N/A,N/A
Y W C A Hair Salon,N/A,N/A
Yvettes Hair & Beauty Parlour,N/A,N/A
Mary N Jeff School of Hair Dressing & Beauty College,N/A,N/A
Masters Hair Cut,N/A,0716753316
Unicut Hair Salon,N/A,N/A
Famous Hairdresser,N/A,N/A
Rift Valley Institute School of Hair dressing & Beauty,N/A,0722630680
Top Style School of Hair Dressing & Beauty,N/A,0721296213
African Hair Salon,N/A,0712592528
Ashleys Hair & Beauty Salon,N/A,0718914059
Beauty With Grace Hair Salon,N/A,0726493027
Bella Vista Hair Dressing & Beauty School,N/A,0723917449
Blessing Hair Saloon,N/A,0720503880
Blue Sea Unisex Hair Dressing,N/A,0722335538
Celebrity College of Beauty & Hair Design,N/A,0722767850
Cut Above Unisex Hairdressing Salon,N/A,N/A
Davie''s Hair Care For Style & Beauty,daviegits@yahoo.com,0721879661
Essy human hair,joylovenj804@gmail.com,0705104122
Express Beauty Hair Salon and Boutique,N/A,0720569237
Hair city,N/A,0727405405
Hairmusters College of Hair & Beauty,N/A,0721415164
Happy Hair & Beauty Salon,N/A,0705029800
Jocila''s Hair Salon,N/A,0726712055
Joswan Hair Salon,N/A,0713480887
Lady Dekorkys School Of Hair Design Salon & Beauty Clinic,N/A,0722542639
Lamour Hair & Beauty College,N/A,0725337307
Lanugo Hair & Beauty College,N/A,0721828659
Lavon School of Hair & Beauty,N/A,0721486628
Lil''s Hair Stylist & Boutique,N/A,0723647169
Lio College of Beauty and Hair dressing,N/A,N/A
Mayam Hair & Beauty Saloon,N/A,0728206340
Pearls Hair Salon,njugunajames18@yahoo.com,0727335825
Piterris Hair Salon,N/A,0723531184
Queens Hair Salon,N/A,0722855241
Second to Nature Hair Beauty Parlour,N/A,N/A
Selfy Hair Studio,N/A,0725327878
Silver Shine Hair Salon,N/A,0722737308
Sylk Hair & Beauty Shop,jwhyt09@gmail.com,0720261962
Tiro''s Hair Salon,N/A,N/A
Tonic Hair & Beauty College,N/A,0722308194
X-Elle School of Hair Design & Beauty,exelleschool@yahoo.com,0722322556
Zecar Hair & Beauty Parlour,N/A,0716825252


TARGET URL: https://www.yellowpageskenya.com/business-category/Hygiene%20Products
Company Name,Email,Mobile
Mushus International (K) Ltd,sales.ke@mushusgroup.com,0740123456
Associated Battery Manufacturers (EA) Ltd - Plastics Divison,customercare@precisionplastics.co.ke,0722201371
Imarika DT Sacco,Customercare@imarika.org,0726007037
Ingredion Holding LLC - Kenya Branch,info@ingredion.com,0703781519
Kenya Clay Products Ltd/Manson Hart,info@kcp.co.ke,0722670802
Lucky Steel & Co Ltd,info@luckysteel.co.ke,0721224777
Migotiyo Plantations Ltd,venugopal@leigoi.com,0722202475
New Italycor Ltd,info@newitalycor.com,0797602072
Teita Estate Ltd,info@teitaestate.co.ke,N/A
Umoja Rubber Products Ltd,info@umojarubber.com,0722204994
Middle East Bank Kenya Ltd,ho@mebkenya.com,0111183000
Plastics & Rubber Industries (2005) Ltd,plastrub@gmail.com,0723312801
Premium Hygiene Products Ud,N/A,0791164903
Hychem Hygiene & Healthcare Solutions Limited,mary@hychemgroup.com,0705483448
Hygiene & Safety Solutions Limited,info@hygieneandhealthcare.co.ke,0708155000
Sanipros Hygiene Services Ltd,N/A,0728876462
Alpha Hygiene Services Ltd,N/A,0722740251
Benken Hygiene Service Ltd,hygienebk08@yahoo.com,0722951233
Champion Hygiene Solutions,champhygiene@yahoo.com,0733519312
Clean Edge Hygiene solutions,N/A,0721692236
Eve Hygiene Solutions Ltd,N/A,0725785558
Excel Hygiene Experts,info@excelhygieneexperts.com,0711183709
Fem-care Feminine Hygiene Service (EA) Ltd,N/A,0734224409
Holistic Hygiene Cleaning Service,info@holistichygiene.co.ke,0704185127
Hygiene Bins Ltd,N/A,0792717026
Hygiene Maintenance Services Ltd,hygienemaintenance@yahoo.com,0722945461
Hygiene & Safety Solutions Limited,info@hygienesolutions.co.ke,0792045718
Hygiene & Safety Systems Ltd,info@hygieneandsafety.co.ke,0774897421
Hygiene Systems,N/A,0720595050
Inpestkill Hygiene Services,inpestkill@yahoo.com,0722723661
Kitutoafrica Hygiene Solutions Company,info@kitutoafrica.com,0705031180
Kleansley Hygiene Plus Ltd,N/A,0700776714
Mega Hygiene Systems,megahygiene@gmail.com,0722792467
Modern Hygiene Experts Ltd,N/A,0722747321
Pinpoint Hygiene Services Ltd,info@pinpoint.co.ke,0733390040
Planet Earth Hygiene Solutions Ltd,planetearthhygiene@gmail.com,0715114363
Riverside Hygiene Ltd,N/A,0711177200
Super Hygiene Services,N/A,N/A
Think Pink Hygiene Ltd,N/A,0789748148
Grissons Hygiene Services,N/A,N/A
Greencity Pest & Hygiene,gcitypest@gmail.com,0737586860
Jonre Cleaning Services and Hygiene Solutions,jonrecleaners@gmail.com,0722412960
Kenya Water For Hygiene Initiative,N/A,N/A
Aberdare Agro Products,N/A,N/A
Ablun Food & Chemical Products,N/A,N/A
Adamz Products,N/A,0722263515
Africa Bio Products Ltd,N/A,N/A
African Beauty Products,N/A,0722998431
Africana Consumer & Food Products Ltd,N/A,N/A
Afrochem Products,N/A,0714204270
Alison Products (K) Ltd,N/A,0733512387
Alltech Products (E. A) Ltd,alltech@africaonline.co.ke,0722814737
Almed Health Products,njoroge461@gmail.com,0728111112
Alpha Beta Products,alphabeta.products@gmail.com,N/A
Alpha Dairy Products Ltd,N/A,0734699985
Amiable Quality Products,N/A,0720551718
Ando Roofing Products K Ltd,N/A,N/A
Arkenes Industrial Products,N/A,N/A
Athens Leather Products Ltd,N/A,0733622811
Aviazure Products Hypodea,aviazure@africaonline.co.ke,0723879130
Azam Food Products (K) Ltd,N/A,N/A
B Smart Products Ltd,info@bsmartproducts.com,0722259582
Bakhresa Food Products (K) Ltd,N/A,N/A
Bamburi Special Products,N/A,0722632289
Basco Products (K) Ltd,sales@bascopaints.com,0722204300
Bavaria Products Ltd,N/A,N/A
Beauty Products - Eagle House,N/A,0724029323
Beaver Timber Products,beavertimber01@gmail.com,0710303030
Benzochem Products,N/A,N/A
Bhachu Woodproducts (K) Ltd,bhachuwood@gmail.com,0724170192
Bi-Am Steel Products (K) Ltd,N/A,0721377780
Bio Food Products Ltd,sales@biofoods.co.ke,0722203081
Black & Beauty Products Ltd,info@thehairpeople.com,N/A
Blue Ring Products Ltd,N/A,0722859216
BMG Health Products,N/A,0722924962
Byhand Products Ltd,byhand.ke@gmail.com,0750728343
C&J Wire Products,stedvins@hotmail.com,0722778784
Century Cleaning Products Ltd,centurycleaningpro@gmail.com,0722986849
Chainlink Products Ltd,N/A,0733818742
Chemkleen Products Ltd,N/A,0733621279
Cintalia Products,N/A,0703589166
Clamat Safey Allied Products Ltd,N/A,0775115971
Cleanwell Products Ltd,N/A,N/A
Collaboration Engineering Solutions & Products Ltd,N/A,0715281537
Computer Products Universal & Communication,julinjog@yahoo.com,0722641737
Consumer Line Products,consumerline@yahoo.com,0722333446
Continental Products Ltd,N/A,0722751742
Crystal River Products,crystalriverproducts@gmail.com,0789746393
Damak beauty products,N/A,0721371407
Decent Metal Products,N/A,0722885444
Decor Products Ltd,decorproducts@yahoo.com,0724582890
Demachem Products Ltd,demachemproducts@gmail.com,0726451233
Discovery Products (EA) Limited,N/A,0720364636
Dr.Alora Skin & Air Products,N/A,0719311572
Dream Cosmetics and Hair Products,N/A,0720737440
Dreamcoat Automotive Refinishing Products Ltd,N/A,0722275885
Dreamtek CCTV Products,dreamtek2009@gmail.com,0724832373
Economy Farm Products (K) Ltd,N/A,0735337753
Edible Oil Products,N/A,0729683235
Electric & Carbon Products Marketing,N/A,N/A
Electrics & Carbon Products Marketing,electricalcarbon@yahoo.com,0722777122
Elegance Ventures Beauty & Cosmetics Products,N/A,0716521197
Elex Products (EA) Ltd,N/A,0722466530
Ellams Products Ltd,info@ellams.co.ke,0724300099
Equatoria Teak Products,N/A,0705878638
Eurocon Tiles Products Ltd,N/A,0722205133
Eurolivestock Products Ltd,N/A,N/A
Extra Products Investment Co.,N/A,0721724034
F. B. Suma Health Products (K) Ltd,N/A,0700769035
Famous Products,N/A,N/A
Fire & Safety Products,lmogilbert@yahoo.com,0721898381
Forever (E.A) Ltd,gracelaton7@gmail.com,0704064504
Glacier Products Ltd,info@dairyland.co.ke,0722202089
Glorious Lady Beauty Products,N/A,0721794328
Go Round Printing Products & Equipment,goroundltd@gmail.com,0726397937
Gorgeous Hair Products,N/A,0714521906
Goround Printing Products & Equipments,N/A,N/A
Gourmet Meat Products Ltd,N/A,0721405050
Grains Drops Products Ltd,grainsdrops@yahoo.com,0721263982
Harman Products,N/A,N/A
Henmark Products Ltd,henmarkproducts@gmail.com,0728633476
Herbal Green Products Kenya Ltd,N/A,N/A
Hill Products (K) Ltd,N/A,N/A
Hilton Home Products,N/A,N/A
Himalaya herbals and wellness products,kamauleah53@gmail.com,0724662420
House Of Health Products,N/A,0721816040
Ideal Meat Products Ltd,N/A,0721898170
Industrial Boiler Products Co Ltd,Ibtcosm@yahoo.com,0715456906
Interconsumer Products Ltd,N/A,0722204469
Ital Products Ltd,info@italproductltd.com,0727587874
Jay Products Ltd,N/A,N/A
Jay Sere Products,N/A,N/A
Jazza Products (K) Ltd,N/A,0715403203
Karura Products,N/A,N/A
Kawasaki Office Products Ltd,kawasaki@gmail.com,0720880832
Kelif Services For Stainless Steel Products,kelifservices8@gmail.com,0703834024
Ken Aluminium Products Ltd,info@kap-plastics.com,0712877019
Kensisal Products Ltd,N/A,N/A
Kenya Organic Products Ltd,N/A,N/A
Kenya Wood Products,N/A,N/A
Kisauni Products & Accessories Ltd,N/A,N/A
Laser Products & Maintenance (K) Ltd,saadmig@yahoo.com,0722776056
Let''s Go - Sales & Marketing Packaging Products,marenganjoroge@yahoo.com,0722721594
Londolozi Products,londo.enquiries@yahoo.com,0722376537
Machinery and Allied Products Limited,N/A,0705545411
Maikar Quality Products,N/A,0723933400
Mamba Petroleum Products,birkanmamba@yahoo.com,0722804850
Maria M Bodycare Products,N/A,N/A
Marie''s Natural Shea Butter Products,N/A,0780825825
Masoko Agro Products,masokoagro@gmail.com,0726839220
Matrix Beauty products,N/A,0723361417
Mbj Products Ltd,N/A,N/A
Mega Importers Co . Ltd,N/A,0706759485
Mega Products,N/A,N/A
Metro Credit Ltd,N/A,N/A
Modular Products,N/A,N/A
Moulded Products And Supplies Ltd,N/A,N/A
Mzinga Honey Products,kituihoney@gmail.com,0722694353
Nails & Steel Products Ltd,nspl@mitsuminet.com,0733622477
Nairokia Pork Products Ltd,N/A,N/A
Nakoda Energy Products Ltd,info@nakodakenya.com,0722984375
Nanychem Products Co Ltd,N/A,N/A
Nasa Products Ltd,nasa@wananchi.com,N/A
Nasib Electricals Ltd,nasibelectricals@gmail.com,0724256919
Nasib Industrial Products Ltd,N/A,0773327125
Nayan Products (K) Ltd,nayanproducts@yahoo.com,0770314732
Neflix Beauty Products,N/A,N/A
Netscope Enterprises,N/A,0751618433
Oriflame Beauty Products,N/A,0722607802
Orthohub Rehabilitation Aids & Physiotherapy Products,orthohubltd@gmail.com,0722735521
P J P Holdings Ltd,N/A,0700419915
Packaging & Catering Products,N/A,0722987704
Paragen Chemical Industries Ltd,N/A,N/A
Patrainic Products Ltd,N/A,N/A
Penpoint Products,N/A,N/A
Pest Control Products Board,md@pcpb.or.ke,0720480904
Piens Health Products,magutrd@yahoo.com,0737104211
Pinnacle Timber Products,N/A,0723506699
Plastic Products Co Ltd,mail@printpakkenya.com,0722205293
Prime Products International Ltd,N/A,0786258741
Promed Industries Ltd,arimi@medipharm.co.ke,N/A
Prompt Products Ltd,N/A,N/A
Qnet Products Review,N/A,0725865755
Realdents Products,N/A,N/A
Redrose Beauty Products,N/A,0721271355
Rexe Roofing Products Ltd,N/A,0721227080
Rhino Special Products Ltd,N/A,0724096381
Rift Cort Ltd,N/A,0735357090
Rockets Products Kenya,sales@rocketafrica.com,0792467200
Rubber Products Ltd,manish@rubberprod.com,0704477700
Sac Products Enterprises,sac07product@gmail.com,0724811224
Safi Products (K) Ltd,N/A,0722733349
Salka Products & Services Ltd,N/A,N/A
Settler'' Timber and Timber Products,ericomwnk@yahoo.com,0716874624
Shalem Beauty Products,N/A,0723580134
Sharp Products (K) Ltd,N/A,0733560815
Shiloh Health Products,N/A,0724689697
Shisha Delux Sheesha Products,N/A,0713753204
Shriji Products Ltd,N/A,N/A
Sinai Petroleum Products,N/A,N/A
Soft Comfort Ltd,softcomfort@gmail.com,0733836839
Southern Products Co,N/A,N/A
Specialised Fibreglass Ltd,sfglass@africaonline.co.ke,0721444735
Springs Consumer Products,N/A,N/A
Springs Farm Natural Products,N/A,0722381001
Stainless Steel Products Ltd,N/A,0719625495
Stamet Products Kenya Ltd,N/A,0722974885
Steel Products (K) Ltd,N/A,N/A
Steramak Healthcare Products,N/A,N/A
Stokes Products Kenya Ltd,N/A,N/A
Suma Health Products (k) Ltd,N/A,0714771011
Sun House Products Ltd,sales@sunhouse.com,N/A
Sunrays Cosmetics & Beauty Products,N/A,0725640809
Supacosm Products Ltd,N/A,0722983055
Super Labels (Kenya) Products,N/A,N/A
Swissgarde Products Distributor Kenya,petelloprofessional@gmail.com,0722515555
Switching Products (Kenya) Ltd,michaelanyamba@yahoo.com,N/A
T444Z Hair Products Kenya,t444zhairproductskenya@gmail.com,0720938132
Taji Hair & Beauty Products,N/A,0728753279
Tarmal Wire Products Ltd,N/A,0721743770
Tensile Products Ltd,nitesh@tensile.co.ke,0735734857
Texxico Beauty Products,N/A,0724636542
Thithi Products Ltd,thithiproducts@yahoo.com,0721655683
Thorn Tree Products Ltd,thorntreeproducts@gmail.com,0734333292
Tianshi Health Products Co. (K) Ltd,ligang@tiens.com.cn,0722973220
Timwood Products Ltd,timwood@africaonline.co.ke,0737316747
Total (K) Ltd,N/A,N/A
Trendy Products Ltd,N/A,0710815055
Triaco Fine Textile Products Ltd,N/A,N/A
Trisquare Products Ltd,skmbugua48@gmail.com,0722751499
Tropical Coastland Products,kahociojn@yahoo.com,0776681829
True Office Products,N/A,N/A
Uneeco Paper Products Ltd,info@uneeco.co.ke,0721786337
Vapour Cosmetics & Beauty Products,fgichure@yahoo.com,0734133888
Variety Paper Products,N/A,0727809065
Vilcos Food Products,N/A,N/A
Vivid Nail Products,N/A,0712312129
Warren Ticker Products,N/A,N/A
Winnie''s Pure Health Products,N/A,0720260606
Wire Form & Metal Products (K) Ltd,genitemsco@yahoo.com,0722657960
Wire Products Ltd,info@wireprod.net,0723860962
Wood Products (K) Ltd,N/A,0721917816
Woodlands Honey Products Ltd,woodlandskituihoney@yahoo.com,0721408924
Worldwide Products Agencies,worldwideproductsagencies@yahoo.com,0722720594
Wotta Products Ltd,N/A,N/A
Xiaomi Products Retailer,N/A,0722708373
Xtreme Outdoors Ltd,marcel@xtremeoutdoors.co.ke,0722517841
Yousund Health Products Kenya Limited,yousundkenya@gmail.com,0736459004
Zc Products Ltd,N/A,N/A
Zene Natural Products,N/A,0715241336
Zeta Office Products Ltd,N/A,N/A
Aberdare Products Agencies Ltd,N/A,N/A
Elex Products Ltd,N/A,N/A
Mafuta Products Ltd,N/A,N/A
Miritini Building Products Ltd,N/A,0722593059
Mombasa Water Products,N/A,N/A
Multi Products Ltd,N/A,N/A
Nanak Wood Products Ltd,N/A,0724442444
Bio-Growers & Processors Ltd,N/A,0722692401
Castle Meat Products,N/A,N/A
Marlowlink Timber Products Ltd,marlowlinktimber@yahoo.com,N/A
Victor Petroleum Products,N/A,N/A
Arizona products,N/A,0726166851
Aspire beauty products,N/A,0722714465
Biocorn Products (EPZ) Ltd,info@biocorn.co.ke,0702091498
Blue Nile Wire Products Ltd,bluenilewireproducts@hotmail.com,0722816044
Cool Products Ltd,N/A,0722825666
Corn Products Kenya Ltd,N/A,N/A
Fish Products (Kenya) Ltd,N/A,N/A
Flush Products Ltd,N/A,N/A
Forever Living Products Kenya,N/A,N/A
Geoscience Products & Services Limited,gpsdriller@yahoo.com,0722893338
Githunguri Dairy Farmers Co-Operative Society Ltd,info@fresha.co.ke,0706626262
Guango Dairy Products Ltd,gdairy2006@gmail.com,0711700185
Hardsteel Products Ltd,N/A,N/A
Healthcare Pharmaceutical Products (K) Ltd,N/A,N/A
Impala Paper Products Ltd,N/A,N/A
Insta Products EPZ Ltd,N/A,N/A
Italian Gelati & Food Products Ltd,italian.gelati@gmail.com,0789333555
Josma Wood Products & Hardware,ceciwairimu@gmail.com,0722433743
Jumbo Quality Products Ltd,info@jumboquality.com,0735598100
Ken Honey Products,N/A,N/A
Kenya Adhesive Products Ltd,kenyaadhesiveprod@yahoo.com,0727054422
Kenya Cast Products Ltd,N/A,0723778492
Kisumu Concrete Products Ltd (KCP),N/A,0700350955
Maruni Products Ltd,N/A,0721439525
Medivet Products Ltd,N/A,N/A
Modern Security Holdings Ltd,modernholdings@yahoo.com,0722828841
Mombasa Timber Yard & Products,N/A,0724449950
Monaki Petroleum Products,N/A,N/A
Oceanic Bunkering & Oil Products Ltd,N/A,N/A
Petroz Foods,N/A,0722934838
Pwani Oil Products Ltd,N/A,N/A
Rift Sanitary Products Co. Ltd,riftsanitaryproducts@gmail.com,0708157713
Sheena Food Products,N/A,N/A
Sheer Magic Beauty Products,N/A,N/A
Sil Wire Products Ltd,silwireproducts@gmail.com,0724927442
Skylark Creative Products Ltd,N/A,0725980648
Sung Timber and Products,sungenterprisesltd@gmail.com,0724203042
Sunpower Products Ltd - Browns Cheese,dbrown@brownscheese.com,0728999654


TARGET URL: https://www.yellowpageskenya.com/business-category/Haberdashery%20Supplies
Company Name,Email,Mobile
Ciira Agro-vet Supplies,info@ciira-agrovet.com,0713483593
Elburgon Flies Supplies,francis@troutflyfishingflieskenya.com,0720968005
Great Laboratory & Chemical Supplies Ltd,info@greatlab.co.ke,0723435983
Kiscen Enterprises,kiscen@yahoo.com,0720668405
Rycedental Supplies Ltd,rycedentalsupplies2000@yahoo.com,0721401864
Signs Africa Supplies Ltd,signsafricasupplies@gmail.com,0707087787
Technomed Ltd,mail@technomed.co.ke,0722713963
United Engineering Supplies Ltd,info@uesl.co.ke,0724255445
Specialised Power Systems Ltd,info@spsafrica.com,0724205532
Beshifa Auto Spares,beshifautoltd@gmail.com,0736347636
Amiken Ltd,amiken@amikenltd.com,0713213399
Autotech Solutions Ltd,info@autotechsolutions.co.ke,0723643083
Cesscolina East Africa Ltd,info@cesscolina.co.ke,0705192310
Coast Light General Enterprises Ltd,info@coastlight.co.ke,0726947206
Consolidated Appliances Ltd,maanki@quickpack.co.ke,0723549944
European Star Auto Parts,europeanstar@gmail.com,0722383838
Felicity Solar Kenya,info@felicitysolarkenya.com,0729077313
Golden Zone Auto Parts Ltd,goldenzoneautoparts2019@gmail.com,0742849378
Golden Zone Autos Ltd,goldenzoneautos@gmail.com,0742202458
Highton Construction Ltd,info@highton.co.ke,0782219999
IBM Automobile Ltd,ibmautomobileltd@gmail.com,0721457026
Kericho Veterinary Services,doc.njoroge1960@gmail.com,0722751663
Kwik Fix Auto Parts,josephnjoroge10095@gmail.com,0743137214
Lakeside Machinery Kisumu,lakemachinery@gmail.com,07169886000
Leather Upholstery Ltd Embakasi,leatherandfabricltd@gmail.com,0790148198
Leather Upholstery Ltd Gikomba,leatherandfabricltd@gmail.com,0790148198
Mazii Traders Ltd,maziitradersltd@gmail.com,0112703602
Mijesh Enterprises,mijeshenterprises2018@gmail.com,0722360908
Motor Trading Stores,motrad@gmail.com,0700856166
Nairobi Fitness Hub,nairobifitnesshubdev@gmail.com,0704528828
Neoeng Ltd,info@neoeng.co.ke,0745260379
Pan Agric Kenya Ltd,panagric@gmail.com,0722286269
Power Innovations Ltd,info@powerinnovationsltd.com,0722207030
Taico Power Kenya,info@taicopowerkenya.com,0110702425
Vision Fashion Ltd,info.visionfashionltd@gmail.com,0723257795
WeldCut Africa Limited,info@weldcutafrica.com,0721231662
Wells Auto Parts & Accessories,info@wellsautoparts.co.ke,0722324137
Abundant Favour Supplies,N/A,0722724978
Accord Medical Supplies Ltd,N/A,0729115000
Accrow Supplies Ltd,jaspalbirdi2002@yahoo.com,0774136616
Acon Medical Supplies Ltd,aconmedicalsupplies@gmail.com,0722787400
Acupharm Supplies Kenya,N/A,N/A
Adalia Properties Management & Supplies Ltd,N/A,0722101507
Adamji Multi Supplies Ltd,adamji@adamji.co.ke,0719670550
Advanced Info Tech Supplies,N/A,0728712280
Advantange Supplies Ltd,N/A,N/A
Advatech Office Supplies Ltd,etr@advatech.co.ke,0716971622
Aflodep Logistics & Supplies,tombifwoli@gmail.com,0707426491
Afri Laboratory Supplies,afrilabsupplies@yahoo.com,0722210305
Africa School Supplies,africaschoolsupplies@gmail.com,0722545234
African Auto (K) Ltd,N/A,N/A
African Auto Supplies Ltd,N/A,0723110777
Afripharm Supplies,N/A,0726113030
Afritech General Supplies Ltd,afritechgensupplies@yahoo.com,0722687792
Afrodent Supplies,afrodentsupplies@gmail.com,0722419696
Afyavet Agrovet Supplies,info@afyavet.com,0703757992
Agrovet Vetagro & Supplies,N/A,N/A
Ahmad Supplies,N/A,0715345111
Ali Automotive Supplies,N/A,0722301413
Alishaj General Supplies Limited,N/A,0720438432
Allied Medical Supplies Ltd,alliedmedical@ymail.com,N/A
Alloytech General Supplies,alloytechsupp@gmail.com,0722723336
Aloha Food Supplies Ltd,N/A,0722851465
Aloscar General Supplies,N/A,0721696923
Alpha Surgicals Supplies,info@alphasurgicals.co.ke,0738789678
Alphadent Supplies,alpha.dent@yahoo.com,0723435691
Alpha-tech Laboratory Supplies,alphalabsnairobi@gmail.com,0722859544
Alphednika Supplies & Maintenance Ltd,N/A,N/A
Alternative Technology Supplies,N/A,0735158735
Aluminium Supplies (K) Ltd,N/A,0722519552
Alvitech Electrical Services & Supplies,N/A,0721124277
Amalia Nutritive Supplies,jaelindulaji@yahoo.com,0722715536
Amicus Medical Supplies,amicusmedicalsupplies@gmail.com,0710340337
Anex Supplies Enterprises,a.dentals@yahoo.com,0729368324
Angelic Creations Supplies,N/A,N/A
Angelica Medical Supplies Ltd,N/A,0736537090
Annfield Supplies Ltd,N/A,0726337337
Annointed Supplies Ltd,N/A,0723469918
Aonmed Medical Supplies,info@aonmed.co.ke,0724618843
APRT Medical Equipments & Laboratory Supplies,N/A,0721391927
Aquarium & Garden Pond Supplies,aquarium.gardenpondsupplies@gmail.com,0732208684
Archevanell General Supplies K Ltd,N/A,N/A
Archtectural Supplies Ltd,N/A,N/A
Arrow Supplies Ltd,info@deedees.com,0733600420
Arte Contracts Ltd,N/A,N/A
Ascend Medical Supplies,info@ascendmedicalsupplies.co.ke,0722808181
Asconia Supplies Co,N/A,N/A
Ashro Supplies Ltd,N/A,N/A
Aston Office Supplies,N/A,0722711918
Auto Serve & Hardware Supplies Ltd,autoservenhw@yahoo.com,0721491732
Autochem Supplies,N/A,0712850544
Avix Technical Supplies,N/A,N/A
Ayeko General Supplies,saularunga98@gmail.com,0799943904
Baliti Supplies,N/A,N/A
Barfield Hospital Supplies Ltd,bhbarfield@gmail.com,0722522946
Basilea Delights Supplies,N/A,0719842767
BDH Laboratory Supplies Ltd,N/A,N/A
Bearing & Industrial Supplies Ltd,brgsindustrial@gmail.com,0722787788
Bearings & General Supplies Ltd,N/A,N/A
Benchem Lab & Supplies,benchem2005@yahoo.com,0722890964
Bencomtech Services & Supplies,N/A,N/A
Benta Electronics & Office Supplies Ltd,N/A,N/A
Benta Hardware & Supplies,nyagachathamary@yahoo.com,0723731119
Berkai Engineering & Agricultural Supplies,N/A,N/A
Berki Engineering & Agricultural Supplies,N/A,N/A
Berm Engineering Services & Supplies Ltd,N/A,N/A
Betstone Supplies Ltd,N/A,N/A
Beyond Hospital Supplies,beyondhospitalsupplies@gmail.com,0703177580
Big Deal Glass & Hardware Supplies,N/A,0737104576
Bio System Lab Supplies Ltd,N/A,0722852880
Bioscope Laboratory Supplies Ltd,bioscopekenya@yahoo.com,0720537146
Biosystems Research & Diagonistic Supplies,brdskenya@@yahoo.com,N/A
Bitmax Supplies (K),mukipet@yahoo.com,0722441968
Blueline Electricals & Supplies,N/A,0722777835
Bomej Orthopedic And Surgical Supplies,info@bomejortho.com,0714035227
Boredo Supplies Ltd,info@boredosupplies.com,0720354032
Bounty Supplies And Engineering Services,N/A,0722634852
Brad Supplies & Logistics Ltd,N/A,0716449402
Brent East Africa Supplies Ltd,N/A,0728634348
Bright Silverline Auto Parts & Supplies Ltd,N/A,0723717089
Brijones Supplies,krissprinceking@gmail.com,0721820203
Brimax Electricals Sales & Supplies,geoffreymberere93@gmail.com,0728244947
Bring Hardware Supplies,N/A,N/A
Brivy Hardware Supplies,N/A,0722520924
Broadways Hardware & General Supplies,broadwayshardware@gmail.com,0722646599
Brolynx General Supplies,N/A,N/A
BuildMark Construction Supplies Kenya,info@buildmarkkenya.co.ke,0722324390
Buttons & Bows Ltd,anila1012@yahoo.com,0722520957
Buwan Electrical & Electronic Supplies Ltd,N/A,0722238369
Calypson Electronics & Supplies,N/A,0722362802
Camoflux Supplies,camofluxsupplies@gmail.com,0720372950
Capital One Hardware Supplies Ltd,N/A,0722834572
Car Parts & Supplies,N/A,N/A
Cariez Supplies,N/A,0707278515
Carnot Supplies & Services,N/A,0733795048
Catridge Office Supplies,N/A,N/A
Cavash Supplies Ltd,info@cavashsuppliesltd.com,0725484447
Cenaplus Collections,cenaplusgeneral@gmail.com,0719404855
